id,idx
0002005263,0
0001384198,1
0001381733,2
0001937987,3
0001720279,4
0001720392,5
0001950061,6
0002051850,7
0002008599,8
0001712845,9
0001945424,10
0001844423,11
0002005549,12
0001951076,13
0001713256,14
0002213311,15
000100039X,16
0001956604,17
0002219417,18
0002226723,19
0002210967,20
0002227282,21
0002219247,22
0001846590,23
0001983679,24
0002242052,25
0002245264,26
0002226618,27
000171337X,28
0002185385,29
0002211505,30
0002172690,31
0001048767,32
0002256649,33
0002256312,34
0002226928,35
0002224216,36
0002241447,37
0002247275,38
0002247437,39
0001713078,40
0002252317,41
0002253194,42
000171760X,43
0002250519,44
0001050230,45
0002241277,46
0002314843,47
0002232618,48
0002259524,49
0002259664,50
0002318350,51
000172066X,52
0002226529,53
0002247402,54
0002226162,55
0002171856,56
0002250101,57
0001720295,58
0002433036,59
0002259753,60
0002552868,61
0002255863,62
0002238594,63
0002310015,64
0002310988,65
0002258757,66
0002247399,67
0001046314,68
0003303187,69
0002325454,70
0004103033,71
0002614545,72
0004244079,73
0004723724,74
0004704746,75
0005245826,76
0002317850,77
0002726874,78
0004934288,79
0006064922,80
0004340515,81
0001047868,82
000612609X,83
000614182X,84
0006148697,85
000274080X,86
0006140459,87
0006168124,88
0003302245,89
0002259842,90
0006176070,91
0006177301,92
0006173624,93
0006178219,94
0006155480,95
0006172768,96
0006157629,97
0006179312,98
0006178693,99
0006167004,100
0006211712,101
000611718X,102
0006159451,103
0006123767,104
0006152465,105
0006280544,106
0006280943,107
0006178731,108
0006248365,109
0006158048,110
0006280560,111
0006177980,112
0006176976,113
0006280897,114
0006162754,115
0006172059,116
0006178324,117
0006238599,118
0006381146,119
0003395693,120
0006280935,121
000231309X,122
0006140823,123
0006281141,124
000617454X,125
0006353282,126
0006476589,127
0006472613,128
0006479227,129
0006392954,130
0006479561,131
0006472303,132
000648123X,133
0002239892,134
0006473369,135
0006486029,136
0006476414,137
0006393195,138
0006482511,139
0006483011,140
0006472281,141
0006482783,142
000649921X,143
0006490344,144
0002318652,145
0006476155,146
0006280862,147
0006511279,148
0006514715,149
0006530699,150
0006170056,151
0006513255,152
0006498515,153
0006513905,154
0006137989,155
000627935X,156
0006511309,157
000648011X,158
0006498736,159
0006499260,160
0006513220,161
0006513085,162
0006511317,163
0006499627,164
0006551807,165
0006513050,166
0006532365,167
0006510426,168
0006511295,169
0006480101,170
0006733271,171
0006544894,172
0006499171,173
000649885X,174
000651040X,175
0006513077,176
0006545793,177
0006755224,178
0006755232,179
0006895492,180
0006910637,181
0006530702,182
0006755488,183
000654861X,184
0006175015,185
0007100450,186
0006499163,187
0006392237,188
0007105673,189
000649918X,190
0007105568,191
000617342X,192
0006497071,193
0006478964,194
0007111584,195
0006511252,196
000711835X,197
0007111932,198
0007116055,199
0007115067,200
0007120680,201
0007119305,202
0006532462,203
0007119313,204
000710829X,205
0007119593,206
0007118899,207
0007111444,208
000712838X,209
0007120125,210
0006513840,211
0007136285,212
0007120974,213
0007120761,214
0007136854,215
0007107005,216
0007139667,217
000713746X,218
000713231X,219
0007137281,220
0007141785,221
0007136846,222
0007101716,223
0007119283,224
000711933X,225
0007141874,226
0007111347,227
0007141343,228
0007141882,229
0007150415,230
0007127049,231
0007117213,232
0007119550,233
0006514642,234
0007149883,235
0006625746,236
0006540279,237
0007122586,238
0007131925,239
0007121024,240
0007151667,241
0007148828,242
0007147295,243
000713147X,244
0007137818,245
0007118317,246
0007149832,247
0007145101,248
0007152523,249
0007162499,250
0007157177,251
0007149123,252
0007145632,253
0007161158,254
0007163932,255
0007155662,256
0007130317,257
0007166052,258
000715707X,259
0007158459,260
0007165870,261
0007169930,262
000715481X,263
0007169698,264
0007158505,265
0007122187,266
0007171226,267
0007172826,268
0007149530,269
0007163975,270
0007157169,271
0007165013,272
0007151276,273
0007177437,274
0007166311,275
0007145594,276
0007100477,277
0007172044,278
0007178484,279
0007181701,280
0007175221,281
0007169973,282
0007173989,283
0007173113,284
0007178638,285
0007183135,286
0007175167,287
000715920X,288
0007173156,289
0007174640,290
0007179448,291
000719093X,292
0007184867,293
0007173121,294
0007181604,295
0007165005,296
000719174X,297
0007190301,298
0007192142,299
0007196962,300
0007173148,301
0007198019,302
0007141424,303
0007189885,304
0007198191,305
0007193181,306
0007172990,307
000719823X,308
0007190042,309
0007195087,310
0007198175,311
0007201745,312
0007169922,313
0007201761,314
0007203128,315
0007197675,316
0007164653,317
0007205309,318
0007204493,319
0007201788,320
0007200285,321
0007154917,322
0007210965,323
0007211228,324
0007205600,325
0007204485,326
0007161077,327
0007148976,328
0007203136,329
0007199058,330
000721801X,331
0007197594,332
0007195303,333
0007204167,334
0007206976,335
0007206720,336
0007223773,337
0007219822,338
0007196997,339
0007202296,340
0007201818,341
0007215053,342
0007224400,343
000720602X,344
0007223617,345
0007231601,346
0007176236,347
0007224893,348
0007213182,349
0007229674,350
0007175191,351
0007236093,352
0007226586,353
0007196954,354
0007242476,355
0007201583,356
0007219733,357
0007194498,358
